pruid,prname,prnameFR,date,numconf,numdeaths,numtested,numrecover,numtoday,numdeathstoday,numtestedtoday,numrecoveredtoday,percentactive
47,Saskatchewan,Saskatchewan,08-10-2020,2012,24,171008,1845,18,0,1296,13,7.11
46,Manitoba,Manitoba,08-10-2020,2344,27,194567,1454,66,0,2686,6,36.82
35,Ontario,Ontario,08-10-2020,56742,2992,4121773,48308,797,4,46903,695,9.59
24,Quebec,Québec,08-10-2020,82992,5915,1646826,68585,1078,9,16980,850,10.23
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,08-10-2020,277,4,45731,269,0,0,561,0,1.44
13,New Brunswick,Nouveau-Brunswick,08-10-2020,225,2,71263,199,3,0,661,1,10.67
12,Nova Scotia,Nouvelle-Écosse,08-10-2020,1089,65,100551,1021,0,0,684,0,0.28
11,Prince Edward Island,Île-du-Prince-Édouard,08-10-2020,61,0,40155,58,0,0,349,0,4.92
60,Yukon,Yukon,08-10-2020,15,0,3561,15,0,0,19,0,0
61,Northwest Territories,Territoires du Nord-Ouest,08-10-2020,5,0,4745,5,0,0,41,0,0
62,Nunavut,Nunavut,08-10-2020,0,0,2618,0,0,0,56,0,
99,Repatriated travellers,Voyageurs rapatriés,08-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,08-10-2020,175559,9557,7984582,147508,2436,16,85326,1842,10.53
59,British Columbia,Colombie-Britannique,09-10-2020,10185,245,493698,8502,119,0,7505,104,14.12
48,Alberta,Alberta,09-10-2020,19995,282,1110134,17488,277,-1,14619,150,11.13
47,Saskatchewan,Saskatchewan,09-10-2020,2034,24,172732,1871,22,0,1724,26,6.83
46,Manitoba,Manitoba,09-10-2020,2428,30,197550,1465,84,3,2983,11,38.43
35,Ontario,Ontario,09-10-2020,57681,2997,4165218,49032,939,5,43445,724,9.8
24,Quebec,Québec,09-10-2020,84094,5936,1661851,69586,1102,21,15025,1001,10.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-10-2020,279,4,46134,269,2,0,403,0,2.15
13,New Brunswick,Nouveau-Brunswick,09-10-2020,238,2,72030,199,13,0,767,0,15.55
12,Nova Scotia,Nouvelle-Écosse,09-10-2020,1089,65,101273,1021,0,0,722,0,0.28
11,Prince Edward Island,Île-du-Prince-Édouard,09-10-2020,61,0,40572,58,0,0,417,0,4.92
60,Yukon,Yukon,09-10-2020,15,0,3588,15,0,0,27,0,0
61,Northwest Territories,Territoires du Nord-Ouest,09-10-2020,5,0,4786,5,0,0,41,0,0
62,Nunavut,Nunavut,09-10-2020,0,0,2676,0,0,0,58,0,
99,Repatriated travellers,Voyageurs rapatriés,09-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,09-10-2020,178117,9585,8072318,149524,2558,28,87736,2016,10.67
59,British Columbia,Colombie-Britannique,10-10-2020,10185,245,501496,8502,0,0,7798,0,14.12
48,Alberta,Alberta,10-10-2020,19995,282,1119324,17488,0,0,9190,0,11.13
47,Saskatchewan,Saskatchewan,10-10-2020,2068,24,174017,1883,34,0,1285,12,7.79
46,Manitoba,Manitoba,10-10-2020,2524,32,197550,1475,96,2,0,10,40.29
35,Ontario,Ontario,10-10-2020,58490,3004,4208067,49732,809,7,42849,700,9.84
24,Quebec,Québec,10-10-2020,85191,5950,1677747,70696,1097,14,15896,1110,10.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10-10-2020,282,4,46359,269,3,0,225,0,3.19
13,New Brunswick,Nouveau-Brunswick,10-10-2020,258,2,72634,199,20,0,604,0,22.09
12,Nova Scotia,Nouvelle-Écosse,10-10-2020,1092,65,101708,1022,3,0,435,1,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,10-10-2020,61,0,40908,58,0,0,336,0,4.92
60,Yukon,Yukon,10-10-2020,15,0,3588,15,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,10-10-2020,5,0,4786,5,0,0,0,0,0
62,Nunavut,Nunavut,10-10-2020,0,0,2685,0,0,0,9,0,
99,Repatriated travellers,Voyageurs rapatriés,10-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,10-10-2020,180179,9608,8150945,151357,2062,23,78627,1833,10.66
59,British Columbia,Colombie-Britannique,11-10-2020,10185,245,501496,8502,0,0,0,0,14.12
48,Alberta,Alberta,11-10-2020,19995,282,1127392,17488,0,0,8068,0,11.13
47,Saskatchewan,Saskatchewan,11-10-2020,2092,25,176224,1888,24,1,2207,5,8.56
46,Manitoba,Manitoba,11-10-2020,2578,32,197550,1483,54,0,0,8,41.23
35,Ontario,Ontario,11-10-2020,59139,3005,4250762,50437,649,1,42695,705,9.63
24,Quebec,Québec,11-10-2020,86133,5953,1691452,71839,942,3,13705,1143,9.68
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-10-2020,282,4,46565,269,0,0,206,0,3.19
13,New Brunswick,Nouveau-Brunswick,11-10-2020,272,2,73335,199,14,0,701,0,26.1
12,Nova Scotia,Nouvelle-Écosse,11-10-2020,1092,65,101708,1023,0,0,0,1,0.37
11,Prince Edward Island,Île-du-Prince-Édouard,11-10-2020,63,0,41156,58,2,0,248,0,7.94
60,Yukon,Yukon,11-10-2020,15,0,3588,15,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,11-10-2020,5,0,4786,5,0,0,0,0,0
62,Nunavut,Nunavut,11-10-2020,0,0,2698,0,0,0,13,0,
99,Repatriated travellers,Voyageurs rapatriés,11-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,11-10-2020,181864,9613,8218788,153219,1685,5,67843,1862,10.46
59,British Columbia,Colombie-Britannique,12-10-2020,10185,245,501496,8502,0,0,0,0,14.12
48,Alberta,Alberta,12-10-2020,19995,282,1137287,17488,0,0,9895,0,11.13
47,Saskatchewan,Saskatchewan,12-10-2020,2140,25,177910,1900,48,0,1686,12,10.05
46,Manitoba,Manitoba,12-10-2020,2655,34,197550,1490,77,2,0,7,42.6
35,Ontario,Ontario,12-10-2020,59139,3005,4250762,50437,0,0,0,0,9.63
24,Quebec,Québec,12-10-2020,86976,5965,1702243,72857,843,12,10791,1018,9.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-10-2020,283,4,46792,270,1,0,227,1,3.18
13,New Brunswick,Nouveau-Brunswick,12-10-2020,278,2,74018,200,6,0,683,1,27.34
12,Nova Scotia,Nouvelle-Écosse,12-10-2020,1092,65,102476,1023,0,0,768,0,0.37
11,Prince Edward Island,Île-du-Prince-Édouard,12-10-2020,63,0,41407,58,0,0,251,0,7.94
60,Yukon,Yukon,12-10-2020,15,0,3588,15,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,12-10-2020,5,0,4786,5,0,0,0,0,0
62,Nunavut,Nunavut,12-10-2020,0,0,2698,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,12-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,12-10-2020,182839,9627,8243089,154258,975,14,24301,1039,10.37
59,British Columbia,Colombie-Britannique,13-10-2020,10734,250,501496,8974,549,5,0,472,14.07
48,Alberta,Alberta,13-10-2020,20956,286,1143870,18055,961,4,6583,567,12.48
47,Saskatchewan,Saskatchewan,13-10-2020,2174,25,179463,1911,34,0,1553,11,10.95
46,Manitoba,Manitoba,13-10-2020,2779,35,207039,1496,124,1,9489,6,44.91
35,Ontario,Ontario,13-10-2020,60692,3017,4316254,51729,1553,12,65492,1292,9.8
24,Quebec,Québec,13-10-2020,87791,5970,1702243,73734,815,5,0,877,9.21
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-10-2020,283,4,47064,271,0,0,272,1,2.83
13,New Brunswick,Nouveau-Brunswick,13-10-2020,284,2,74678,200,6,0,660,0,28.87
12,Nova Scotia,Nouvelle-Écosse,13-10-2020,1092,65,102916,1023,0,0,440,0,0.37
11,Prince Edward Island,Île-du-Prince-Édouard,13-10-2020,63,0,41527,60,0,0,120,2,4.76
60,Yukon,Yukon,13-10-2020,15,0,3646,15,0,0,58,0,0
61,Northwest Territories,Territoires du Nord-Ouest,13-10-2020,5,0,4786,5,0,0,0,0,0
62,Nunavut,Nunavut,13-10-2020,0,0,2698,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,13-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,13-10-2020,186881,9654,8327756,157486,4042,27,84667,3228,10.56
59,British Columbia,Colombie-Britannique,14-10-2020,10892,250,526418,9112,158,0,24922,138,14.05
48,Alberta,Alberta,14-10-2020,21199,287,1152435,18223,243,1,8565,168,12.68
47,Saskatchewan,Saskatchewan,14-10-2020,2199,25,180637,1920,25,0,1174,9,11.55
46,Manitoba,Manitoba,14-10-2020,2925,37,209302,1514,146,2,2263,18,46.97
35,Ontario,Ontario,14-10-2020,61413,3017,4347407,52512,721,0,31153,783,9.58
24,Quebec,Québec,14-10-2020,88994,5977,1724288,74483,1203,7,22045,749,9.59
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-10-2020,283,4,47366,271,0,0,302,0,2.83
13,New Brunswick,Nouveau-Brunswick,14-10-2020,292,2,75325,200,8,0,647,0,30.82
12,Nova Scotia,Nouvelle-Écosse,14-10-2020,1092,65,103439,1023,0,0,523,0,0.37
11,Prince Edward Island,Île-du-Prince-Édouard,14-10-2020,63,0,41825,60,0,0,298,0,4.76
60,Yukon,Yukon,14-10-2020,15,0,3678,15,0,0,32,0,0
61,Northwest Territories,Territoires du Nord-Ouest,14-10-2020,5,0,4786,5,0,0,0,0,0
62,Nunavut,Nunavut,14-10-2020,0,0,2732,0,0,0,34,0,
99,Repatriated travellers,Voyageurs rapatriés,14-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,14-10-2020,189385,9664,8419714,159351,2506,10,91958,1865,10.76
59,British Columbia,Colombie-Britannique,15-10-2020,11034,250,531218,9257,142,0,4800,145,13.84
48,Alberta,Alberta,15-10-2020,21443,288,1152435,18417,244,1,0,194,12.77
47,Saskatchewan,Saskatchewan,15-10-2020,2232,25,182263,1936,33,0,1626,16,12.14
46,Manitoba,Manitoba,15-10-2020,3098,38,211508,1533,173,1,2206,19,49.29
35,Ontario,Ontario,15-10-2020,62196,3022,4386061,53291,783,5,38654,779,9.46
24,Quebec,Québec,15-10-2020,89963,6005,1724288,75467,969,28,0,984,9.44
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-10-2020,284,4,47753,271,1,0,387,0,3.17
13,New Brunswick,Nouveau-Brunswick,15-10-2020,292,2,76271,201,0,0,946,1,30.48
12,Nova Scotia,Nouvelle-Écosse,15-10-2020,1092,65,104084,1024,0,0,645,1,0.27
11,Prince Edward Island,Île-du-Prince-Édouard,15-10-2020,63,0,42431,60,0,0,606,0,4.76
60,Yukon,Yukon,15-10-2020,15,0,3703,15,0,0,25,0,0
61,Northwest Territories,Territoires du Nord-Ouest,15-10-2020,5,0,4950,5,0,0,164,0,0
62,Nunavut,Nunavut,15-10-2020,0,0,2748,0,0,0,16,0,
99,Repatriated travellers,Voyageurs rapatriés,15-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,15-10-2020,191730,9699,8469789,161490,2345,35,50075,2139,10.71
59,British Columbia,Colombie-Britannique,16-10-2020,11189,251,536667,9387,155,1,5449,130,13.86
48,Alberta,Alberta,16-10-2020,21775,288,1167241,18651,332,0,14806,234,13.02
47,Saskatchewan,Saskatchewan,16-10-2020,2270,25,184063,1946,38,0,1800,10,13.17
46,Manitoba,Manitoba,16-10-2020,3173,38,213607,1553,75,0,2099,20,49.86
35,Ontario,Ontario,16-10-2020,62908,3031,4423309,54004,712,9,37248,713,9.34
24,Quebec,Québec,16-10-2020,91018,6018,1749283,76512,1055,13,24995,1045,9.33
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-10-2020,287,4,48093,271,3,0,340,0,4.18
13,New Brunswick,Nouveau-Brunswick,16-10-2020,297,2,77051,203,5,0,780,2,30.98
12,Nova Scotia,Nouvelle-Écosse,16-10-2020,1093,65,104758,1024,1,0,674,0,0.37
11,Prince Edward Island,Île-du-Prince-Édouard,16-10-2020,63,0,42832,60,0,0,401,0,4.76
60,Yukon,Yukon,16-10-2020,15,0,3717,15,0,0,14,0,0
61,Northwest Territories,Territoires du Nord-Ouest,16-10-2020,5,0,4975,5,0,0,25,0,0
62,Nunavut,Nunavut,16-10-2020,0,0,2748,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,16-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,16-10-2020,194106,9722,8558420,163644,2374,23,88631,2154,10.68
59,British Columbia,Colombie-Britannique,17-10-2020,11189,251,543791,9387,0,0,7124,0,13.86
48,Alberta,Alberta,17-10-2020,21775,288,1167241,18651,0,0,0,0,13.02
47,Saskatchewan,Saskatchewan,17-10-2020,2306,25,185840,1955,36,0,1777,9,14.14
46,Manitoba,Manitoba,17-10-2020,3258,38,213607,1572,85,0,0,19,50.58
35,Ontario,Ontario,17-10-2020,63713,3041,4466569,54686,805,10,43260,682,9.4
24,Quebec,Québec,17-10-2020,92297,6032,1762039,77602,1279,14,12756,1090,9.39
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-10-2020,287,4,48371,272,0,0,278,1,3.83
13,New Brunswick,Nouveau-Brunswick,17-10-2020,305,2,77808,203,8,0,757,0,32.79
12,Nova Scotia,Nouvelle-Écosse,17-10-2020,1095,65,105561,1025,2,0,803,1,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,17-10-2020,63,0,43113,60,0,0,281,0,4.76
60,Yukon,Yukon,17-10-2020,15,0,3717,15,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,17-10-2020,5,0,4975,5,0,0,0,0,0
62,Nunavut,Nunavut,17-10-2020,0,0,2767,0,0,0,19,0,
99,Repatriated travellers,Voyageurs rapatriés,17-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,17-10-2020,196321,9746,8625475,165446,2215,24,67055,1802,10.76
59,British Columbia,Colombie-Britannique,18-10-2020,11189,251,543791,9387,0,0,0,0,13.86
48,Alberta,Alberta,18-10-2020,21775,288,1167241,18651,0,0,0,0,13.02
47,Saskatchewan,Saskatchewan,18-10-2020,2330,25,187761,1963,24,0,1921,8,14.68
46,Manitoba,Manitoba,18-10-2020,3302,40,213607,1587,44,2,0,15,50.73
35,Ontario,Ontario,18-10-2020,64371,3046,4506083,55371,658,5,39514,685,9.25
24,Quebec,Québec,18-10-2020,93391,6038,1773248,78559,1094,6,11209,957,9.42
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-10-2020,287,4,48737,272,0,0,366,0,3.83
13,New Brunswick,Nouveau-Brunswick,18-10-2020,310,3,78500,203,5,1,692,0,33.55
12,Nova Scotia,Nouvelle-Écosse,18-10-2020,1097,65,106001,1026,2,0,440,1,0.55
11,Prince Edward Island,Île-du-Prince-Édouard,18-10-2020,63,0,43406,60,0,0,293,0,4.76
60,Yukon,Yukon,18-10-2020,15,0,3717,15,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,18-10-2020,5,0,4975,5,0,0,0,0,0
62,Nunavut,Nunavut,18-10-2020,0,0,2767,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,18-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,18-10-2020,198148,9760,8679910,167112,1827,14,54435,1666,10.74
59,British Columbia,Colombie-Britannique,19-10-2020,11687,253,543791,9753,498,2,0,366,14.38
48,Alberta,Alberta,19-10-2020,22673,292,1190239,19243,898,4,22998,592,13.84
47,Saskatchewan,Saskatchewan,19-10-2020,2396,25,189170,1973,66,0,1409,10,16.61
46,Manitoba,Manitoba,19-10-2020,3382,42,220294,1597,80,2,6687,10,51.54
35,Ontario,Ontario,19-10-2020,65075,3050,4536905,55978,704,4,30822,607,9.29
24,Quebec,Québec,19-10-2020,94429,6044,1782527,79529,1038,6,9279,970,9.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-10-2020,287,4,48914,272,0,0,177,0,3.83
13,New Brunswick,Nouveau-Brunswick,19-10-2020,313,3,78880,207,3,0,380,4,32.91
12,Nova Scotia,Nouvelle-Écosse,19-10-2020,1097,65,106360,1026,0,0,359,0,0.55
11,Prince Edward Island,Île-du-Prince-Édouard,19-10-2020,63,0,43530,60,0,0,124,0,4.76
60,Yukon,Yukon,19-10-2020,17,0,3751,15,2,0,34,0,11.76
61,Northwest Territories,Territoires du Nord-Ouest,19-10-2020,5,0,5057,5,0,0,82,0,0
62,Nunavut,Nunavut,19-10-2020,0,0,2785,0,0,0,18,0,
99,Repatriated travellers,Voyageurs rapatriés,19-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,19-10-2020,201437,9778,8752279,169671,3289,18,72369,2559,10.92
59,British Columbia,Colombie-Britannique,20-10-2020,11854,254,559072,9871,167,1,15281,118,14.59
48,Alberta,Alberta,20-10-2020,22996,293,1197204,19500,323,1,6965,257,13.93
47,Saskatchewan,Saskatchewan,20-10-2020,2439,25,190908,1987,43,0,1738,14,17.51
46,Manitoba,Manitoba,20-10-2020,3491,42,222635,1703,109,0,2341,106,50.01
35,Ontario,Ontario,20-10-2020,65896,3053,4560168,56606,821,3,23263,628,9.46
24,Quebec,Québec,20-10-2020,95216,6055,1791271,80468,787,11,8744,939,9.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-10-2020,287,4,49171,272,0,0,257,0,3.83
13,New Brunswick,Nouveau-Brunswick,20-10-2020,313,3,79274,215,0,0,394,8,30.35
12,Nova Scotia,Nouvelle-Écosse,20-10-2020,1097,65,106822,1027,0,0,462,1,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,20-10-2020,64,0,44039,61,1,0,509,1,4.69
60,Yukon,Yukon,20-10-2020,17,0,3785,15,0,0,34,0,11.76
61,Northwest Territories,Territoires du Nord-Ouest,20-10-2020,5,0,5057,5,0,0,0,0,0
62,Nunavut,Nunavut,20-10-2020,0,0,2785,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,20-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,20-10-2020,203688,9794,8812267,171743,2251,16,59988,2072,10.87
59,British Columbia,Colombie-Britannique,21-10-2020,12057,256,563137,9993,203,2,4065,122,15
48,Alberta,Alberta,21-10-2020,23402,296,1205251,19734,406,3,8047,234,14.41
47,Saskatchewan,Saskatchewan,21-10-2020,2496,25,192572,2002,57,0,1664,15,18.79
46,Manitoba,Manitoba,21-10-2020,3626,43,224779,1809,135,1,2144,106,48.92
35,Ontario,Ontario,21-10-2020,66686,3062,4591746,57325,790,9,31578,719,9.45
24,Quebec,Québec,21-10-2020,96288,6074,1802240,81267,1072,19,10969,799,9.29
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-10-2020,287,4,49502,274,0,0,331,2,3.14
13,New Brunswick,Nouveau-Brunswick,21-10-2020,319,4,79743,223,6,1,469,8,28.84
12,Nova Scotia,Nouvelle-Écosse,21-10-2020,1097,65,107384,1027,0,0,562,0,0.46
11,Prince Edward Island,Île-du-Prince-Édouard,21-10-2020,64,0,44927,61,0,0,888,0,4.69
60,Yukon,Yukon,21-10-2020,17,0,3814,15,0,0,29,0,11.76
61,Northwest Territories,Territoires du Nord-Ouest,21-10-2020,8,0,5158,5,3,0,101,0,37.5
62,Nunavut,Nunavut,21-10-2020,0,0,2785,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,21-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,21-10-2020,206360,9829,8873114,173748,2672,35,60847,2005,11.04
59,British Columbia,Colombie-Britannique,22-10-2020,12331,256,569400,10114,274,0,6263,121,15.9
48,Alberta,Alberta,22-10-2020,23829,296,1212809,20014,427,0,7558,280,14.77
47,Saskatchewan,Saskatchewan,22-10-2020,2558,25,194064,2024,62,0,1492,22,19.9
46,Manitoba,Manitoba,22-10-2020,3773,47,227104,1920,147,4,2325,111,47.87
35,Ontario,Ontario,22-10-2020,67527,3071,4629335,58066,841,9,37589,741,9.46
24,Quebec,Québec,22-10-2020,97321,6094,1814069,82033,1033,20,11829,766,9.45
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-10-2020,288,4,49846,275,1,0,344,1,3.13
13,New Brunswick,Nouveau-Brunswick,22-10-2020,322,4,80186,237,3,0,443,14,25.16
12,Nova Scotia,Nouvelle-Écosse,22-10-2020,1097,65,108136,1028,0,0,752,1,0.36
11,Prince Edward Island,Île-du-Prince-Édouard,22-10-2020,64,0,45311,61,0,0,384,0,4.69
60,Yukon,Yukon,22-10-2020,17,0,3845,15,0,0,31,0,11.76
61,Northwest Territories,Territoires du Nord-Ouest,22-10-2020,8,0,5180,5,0,0,22,0,37.5
62,Nunavut,Nunavut,22-10-2020,0,0,2835,0,0,0,50,0,
99,Repatriated travellers,Voyageurs rapatriés,22-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,22-10-2020,209148,9862,8942196,175805,2788,33,69082,2057,11.23
59,British Columbia,Colombie-Britannique,23-10-2020,12554,256,577939,10247,223,0,8539,133,16.34
48,Alberta,Alberta,23-10-2020,24261,300,1220803,20310,432,4,7994,296,15.05
47,Saskatchewan,Saskatchewan,23-10-2020,2591,25,195566,2055,33,0,1502,31,19.72
46,Manitoba,Manitoba,23-10-2020,3935,48,229636,2032,162,1,2532,112,47.14
35,Ontario,Ontario,23-10-2020,68353,3080,4668046,58799,826,9,38711,733,9.47
24,Quebec,Québec,23-10-2020,98226,6106,1826029,82792,905,12,11960,759,9.5
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-10-2020,288,4,50192,275,0,0,346,0,3.13
13,New Brunswick,Nouveau-Brunswick,23-10-2020,324,4,80648,245,2,0,462,8,23.15
12,Nova Scotia,Nouvelle-Écosse,23-10-2020,1097,65,108793,1028,0,0,657,0,0.36
11,Prince Edward Island,Île-du-Prince-Édouard,23-10-2020,64,0,45574,63,0,0,263,2,1.56
60,Yukon,Yukon,23-10-2020,17,0,3857,15,0,0,12,0,11.76
61,Northwest Territories,Territoires du Nord-Ouest,23-10-2020,9,0,5180,5,1,0,0,0,44.44
62,Nunavut,Nunavut,23-10-2020,0,0,2850,0,0,0,15,0,
99,Repatriated travellers,Voyageurs rapatriés,23-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,23-10-2020,211732,9888,9015189,177879,2584,26,72993,2074,11.32
59,British Columbia,Colombie-Britannique,24-10-2020,12554,256,581804,10247,0,0,3865,0,16.34
48,Alberta,Alberta,24-10-2020,24261,300,1220803,20310,0,0,0,0,15.05
47,Saskatchewan,Saskatchewan,24-10-2020,2669,25,197497,2070,78,0,1931,15,21.51
46,Manitoba,Manitoba,24-10-2020,4088,50,229636,2116,153,2,0,84,47.02
35,Ontario,Ontario,24-10-2020,69331,3086,4710753,59424,978,6,42707,625,9.84
24,Quebec,Québec,24-10-2020,99235,6132,1835921,83819,1009,26,9892,1027,9.36
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-10-2020,289,4,50508,275,1,0,316,0,3.46
13,New Brunswick,Nouveau-Brunswick,24-10-2020,326,4,81016,250,2,0,368,5,22.09
12,Nova Scotia,Nouvelle-Écosse,24-10-2020,1100,65,109460,1029,3,0,667,1,0.55
11,Prince Edward Island,Île-du-Prince-Édouard,24-10-2020,64,0,45983,63,0,0,409,0,1.56
60,Yukon,Yukon,24-10-2020,20,0,3857,15,3,0,0,0,25
61,Northwest Territories,Territoires du Nord-Ouest,24-10-2020,9,0,5259,5,0,0,79,0,44.44
62,Nunavut,Nunavut,24-10-2020,0,0,2850,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,24-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,24-10-2020,213959,9922,9075423,179636,2227,34,60234,1757,11.4
59,British Columbia,Colombie-Britannique,25-10-2020,12554,256,581804,10247,0,0,0,0,16.34
48,Alberta,Alberta,25-10-2020,24261,300,1220803,20310,0,0,0,0,15.05
47,Saskatchewan,Saskatchewan,25-10-2020,2729,25,199263,2085,60,0,1766,15,22.68
46,Manitoba,Manitoba,25-10-2020,4249,54,229636,2142,161,4,0,26,48.32
35,Ontario,Ontario,25-10-2020,70373,3093,4748254,60160,1042,7,37501,736,10.12
24,Quebec,Québec,25-10-2020,100114,6143,1846594,84828,879,11,10673,1009,9.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-10-2020,290,4,50739,275,1,0,231,0,3.79
13,New Brunswick,Nouveau-Brunswick,25-10-2020,328,6,81327,257,2,2,311,7,19.82
12,Nova Scotia,Nouvelle-Écosse,25-10-2020,1100,65,109864,1029,0,0,404,0,0.55
11,Prince Edward Island,Île-du-Prince-Édouard,25-10-2020,64,0,46105,63,0,0,122,0,1.56
60,Yukon,Yukon,25-10-2020,20,0,3857,15,0,0,0,0,25
61,Northwest Territories,Territoires du Nord-Ouest,25-10-2020,9,0,5259,5,0,0,0,0,44.44
62,Nunavut,Nunavut,25-10-2020,0,0,2850,0,0,0,0,0,
99,Repatriated travellers,Voyageurs rapatriés,25-10-2020,13,0,76,13,0,0,0,0,0
1,Canada,Canada,25-10-2020,216104,9946,9126431,181429,2145,24,51008,1793,11.44
59,British Columbia,Colombie-Britannique,26-10-2020,13371,259,581804,10734,817,3,0,487,17.78
48,Alberta,Alberta,26-10-2020,25733,307,1220803,20949,1472,7,0,639,17.4
47,Saskatchewan,Saskatchewan,26-10-2020,2783,25,200849,2108,54,0,1586,23,23.36
46,Manitoba,Manitoba,26-10-2020,4349,55,236208,2177,100,1,6572,35,48.68
35,Ontario,Ontario,26-10-2020,71224,3099,4775969,60839,851,6,27715,679,10.23
24,Quebec,Québec,26-10-2020,100922,6153,1856752,85822,808,10,10158,994,8.87
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-10-2020,291,4,50871,282,1,0,132,7,1.72
13,New Brunswick,Nouveau-Brunswick,26-10-2020,331,6,81806,265,3,0,479,8,18.13
12,Nova Scotia,Nouvelle-Écosse,26-10-2020,1101,65,110207,1031,1,0,343,2,0.45
11,Prince Edward Island,Île-du-Prince-Édouard,26-10-2020,64,0,46345,63,0,0,240,0,1.56
60,Yukon,Yukon,26-10-2020,22,0,3909,15,2,0,52,0,31.82
61,Northwest Territories,Territoires du Nord-Ouest,26-10-2020,9,0,5346,8,0,0,87,3,11.11
62,Nunavut,Nunavut,26-10-2020,0,0,2884,0,0,0,34,0,
99,Repatriated travellers,Voyageurs rapatriés,26-10-2020,13,0,76,13,0,0,0,0,0
